timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:01:27,5.0,aggressor,0.0,0.0,0.0,Player_138.25.249.93,Player_138.25.249.93,0.0,Player_138.25.249.93,12,1,0,0,0,4,0,5,1,1,0,2
2024-09-05 11:57:48,5.0,aggressor,0.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,1,1,0,0,0,1,0,0,1,0,0,0
2024-09-05 11:59:03,5.0,aggressor,0.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,4,2,0,0,0,2,0,1,2,0,0,1
2024-09-05 11:59:38,5.0,aggressor,0.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,6,3,0,0,0,3,0,2,3,0,0,1
2024-09-05 12:00:21,5.0,aggressor,0.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,8,4,0,0,0,4,0,2,4,0,0,2
2024-09-05 11:58:13,5.0,aggressor,0.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,2,1,0,0,0,1,0,1,1,0,0,0
2024-09-05 11:59:37,5.0,aggressor,0.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,5,2,0,0,0,2,0,2,2,0,0,1
2024-09-05 12:00:58,5.0,aggressor,0.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,9,3,0,0,0,4,0,3,3,0,0,2
2024-09-05 12:01:05,5.0,aggressor,0.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,10,4,0,0,0,4,0,4,4,0,0,2
2024-09-05 12:01:23,5.0,aggressor,0.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,11,5,0,0,0,4,0,5,5,0,0,2
2024-09-05 11:58:30,5.0,aggressor,0.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,3,1,0,0,0,1,0,1,1,0,0,1
2024-09-05 11:59:44,5.0,aggressor,0.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,7,2,0,0,0,3,0,2,2,0,0,2
