timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:10:49,7.0,aggressor,200.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,9,7,0,0,2,5,4,3,0,1,1,0
2024-09-05 12:08:33,7.0,aggressor,200.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,2,8,0,0,2,1,1,1,4,0,1,0
2024-09-05 12:08:37,7.0,aggressor,200.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,3,9,0,0,2,2,1,1,4,0,2,0
2024-09-05 12:09:13,7.0,aggressor,200.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,5,10,0,0,2,3,1,2,4,0,3,0
2024-09-05 12:10:30,7.0,aggressor,200.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,6,11,0,0,2,4,1,2,4,0,4,0
2024-09-05 12:10:39,7.0,aggressor,200.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,8,12,0,0,2,5,1,3,4,0,5,0
2024-09-05 12:07:55,7.0,aggressor,200.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,1,10,0,0,2,0,0,1,7,0,1,0
2024-09-05 12:09:08,7.0,aggressor,200.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,4,11,0,0,2,2,0,2,7,0,2,0
2024-09-05 12:10:33,7.0,aggressor,200.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,7,12,0,0,2,4,0,3,7,0,3,0
2024-09-05 12:11:03,7.0,aggressor,200.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,10,13,0,0,2,5,0,4,7,1,4,0
2024-09-05 12:11:45,7.0,aggressor,200.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,11,14,0,0,2,5,0,5,7,1,5,0
