timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:37:24,12.0,wrackdm17,50.0,1.0,0.0,Player_138.25.249.38,Player_138.25.249.93,1.0,Player_138.25.249.38,7,3,2,0,1,1,0,2,0,1,0,4
2024-09-05 12:34:25,12.0,wrackdm17,50.0,1022.0,1.0,<world>,Player_138.25.249.38,1.0,Player_138.25.249.38,2,3,1,0,0,1,0,1,2,0,0,1
2024-09-05 12:33:57,12.0,wrackdm17,50.0,1.0,2.0,Player_138.25.249.38,Player_138.25.249.94,1.0,Player_138.25.249.38,1,2,0,0,1,0,0,1,1,0,0,0
2024-09-05 12:35:44,12.0,wrackdm17,50.0,1.0,2.0,Player_138.25.249.38,Player_138.25.249.94,1.0,Player_138.25.249.38,4,3,0,0,2,1,0,2,1,0,0,2
2024-09-05 12:34:16,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,2,6,0,0,1,0,0,1,5,0,0,1
2024-09-05 12:35:26,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,3,7,0,0,2,1,0,1,5,0,0,2
2024-09-05 12:36:31,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,5,8,0,0,3,1,0,2,5,0,0,3
2024-09-05 12:37:06,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,6,9,0,0,4,1,0,2,5,0,0,4
2024-09-05 12:37:38,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,8,10,0,0,5,1,0,2,5,1,0,5
2024-09-05 12:38:31,12.0,wrackdm17,50.0,1.0,3.0,Player_138.25.249.38,Player_138.25.249.81,1.0,Player_138.25.249.38,9,11,0,0,6,1,0,2,5,1,0,6
