timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 11:56:54,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,1,10,0,0,4,0,4,0,1,1,1,0
2024-09-05 11:58:21,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,6,11,0,0,4,3,4,0,1,2,2,1
2024-09-05 11:58:30,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,7,12,0,0,4,3,4,0,1,3,3,1
2024-09-05 11:59:14,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,8,13,0,0,4,3,4,0,1,4,4,1
2024-09-05 11:59:24,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,10,14,0,0,4,4,4,0,1,5,5,1
2024-09-05 11:59:33,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,12,15,0,0,4,5,4,0,1,6,6,1
2024-09-05 11:59:40,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,13,16,0,0,4,5,4,0,1,7,7,1
2024-09-05 11:59:52,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,14,17,0,0,4,5,4,0,1,8,8,1
2024-09-05 12:00:48,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,17,18,0,0,4,5,4,2,1,9,9,1
2024-09-05 12:01:14,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,20,19,0,0,4,7,4,2,1,10,10,1
2024-09-05 12:01:34,5.0,aggressor,0.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,22,20,0,0,4,8,4,2,1,11,11,1
2024-09-05 11:57:05,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,3,6,0,0,1,1,0,0,4,1,1,1
2024-09-05 11:57:29,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,4,7,0,0,1,2,0,0,4,1,2,1
2024-09-05 11:57:39,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,5,8,0,0,1,3,0,0,4,1,3,1
2024-09-05 11:59:15,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,9,9,0,0,1,4,0,0,4,4,4,1
2024-09-05 11:59:28,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,11,10,0,0,1,5,0,0,4,5,5,1
2024-09-05 12:00:50,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,18,11,0,0,1,6,0,2,4,9,6,1
2024-09-05 12:01:03,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,19,12,0,0,1,7,0,2,4,9,7,1
2024-09-05 12:01:19,5.0,aggressor,0.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,21,13,0,0,1,8,0,2,4,10,8,1
2024-09-05 11:59:56,5.0,aggressor,0.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,15,12,0,0,6,5,0,1,5,8,1,1
2024-09-05 12:00:41,5.0,aggressor,0.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,16,13,0,0,6,5,0,2,5,8,2,1
2024-09-05 11:56:54,5.0,aggressor,0.0,3.0,3.0,Player_138.25.249.81,Player_138.25.249.81,3.0,Player_138.25.249.81,2,12,0,0,5,0,4,0,2,1,1,1
