timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:17:55,9.0,aggressor,100.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,1,1,0,0,0,1,0,0,1,0,0,0
2024-09-05 12:18:14,9.0,aggressor,100.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,3,2,0,0,0,2,0,1,2,0,0,0
2024-09-05 12:19:06,9.0,aggressor,100.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,6,3,0,0,0,3,0,2,3,0,0,1
2024-09-05 12:22:36,9.0,aggressor,100.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,20,4,0,0,0,4,0,8,4,0,0,8
2024-09-05 12:18:10,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,2,1,0,0,0,1,0,1,1,0,0,0
2024-09-05 12:19:00,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,4,2,0,0,0,2,0,2,2,0,0,0
2024-09-05 12:19:09,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,7,3,0,0,0,3,0,3,3,0,0,1
2024-09-05 12:19:44,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,9,4,0,0,0,3,0,4,4,0,0,2
2024-09-05 12:20:13,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,11,5,0,0,0,3,0,5,5,0,0,3
2024-09-05 12:20:21,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,12,6,0,0,0,3,0,6,6,0,0,3
2024-09-05 12:20:33,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,14,7,0,0,0,3,0,7,7,0,0,4
2024-09-05 12:22:06,9.0,aggressor,100.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,18,8,0,0,0,3,0,8,8,0,0,7
2024-09-05 12:19:03,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,5,1,0,0,0,2,0,2,1,0,0,1
2024-09-05 12:19:35,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,8,2,0,0,0,3,0,3,2,0,0,2
2024-09-05 12:20:01,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,10,3,0,0,0,3,0,4,3,0,0,3
2024-09-05 12:20:30,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,13,4,0,0,0,3,0,6,4,0,0,4
2024-09-05 12:20:36,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,15,5,0,0,0,3,0,7,5,0,0,5
2024-09-05 12:21:15,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,16,6,0,0,0,3,0,7,6,0,0,6
2024-09-05 12:22:00,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,17,7,0,0,0,3,0,7,7,0,0,7
2024-09-05 12:22:24,9.0,aggressor,100.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,19,8,0,0,0,3,0,8,8,0,0,8
