timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:39:46,13.0,aggressor,150.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,4,1,0,0,0,1,0,1,1,0,0,2
2024-09-05 12:41:40,13.0,aggressor,150.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,7,2,0,0,0,2,0,1,2,0,0,4
2024-09-05 12:42:36,13.0,aggressor,150.0,0.0,1.0,Player_138.25.249.93,Player_138.25.249.38,0.0,Player_138.25.249.93,12,3,0,0,0,3,0,3,3,0,0,6
2024-09-05 12:39:38,13.0,aggressor,150.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,2,1,0,0,0,0,0,1,1,0,0,1
2024-09-05 12:41:54,13.0,aggressor,150.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,8,2,0,0,0,2,0,2,2,0,0,4
2024-09-05 12:42:36,13.0,aggressor,150.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,11,3,0,0,0,2,0,3,3,0,0,6
2024-09-05 12:43:19,13.0,aggressor,150.0,0.0,2.0,Player_138.25.249.93,Player_138.25.249.94,0.0,Player_138.25.249.93,15,4,0,0,0,3,0,4,4,0,0,8
2024-09-05 12:39:22,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,1,1,0,0,0,0,0,0,1,0,0,1
2024-09-05 12:39:42,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,3,2,0,0,0,0,0,1,2,0,0,2
2024-09-05 12:40:52,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,5,3,0,0,0,1,0,1,3,0,0,3
2024-09-05 12:41:26,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,6,4,0,0,0,1,0,1,4,0,0,4
2024-09-05 12:42:19,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,9,5,0,0,0,2,0,2,5,0,0,5
2024-09-05 12:42:29,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,10,6,0,0,0,2,0,2,6,0,0,6
2024-09-05 12:42:47,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,13,7,0,0,0,3,0,3,7,0,0,7
2024-09-05 12:43:02,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,14,8,0,0,0,3,0,3,8,0,0,8
2024-09-05 12:43:27,13.0,aggressor,150.0,0.0,3.0,Player_138.25.249.93,Player_138.25.249.81,0.0,Player_138.25.249.93,16,9,0,0,0,3,0,4,9,0,0,9
