timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:18:20,9.0,aggressor,100.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,1,8,0,0,3,0,4,0,0,1,1,0
2024-09-05 12:18:28,9.0,aggressor,100.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,2,9,0,0,3,0,4,0,0,2,2,0
2024-09-05 12:18:38,9.0,aggressor,100.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,4,10,0,0,3,0,4,1,0,3,3,0
2024-09-05 12:19:09,9.0,aggressor,100.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,5,11,0,0,3,0,4,1,0,4,4,0
2024-09-05 12:21:11,9.0,aggressor,100.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,11,12,0,0,3,3,4,3,0,5,5,0
2024-09-05 12:19:16,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,6,8,0,0,0,1,3,1,4,4,1,0
2024-09-05 12:20:24,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,8,9,0,0,0,2,3,2,4,4,2,0
2024-09-05 12:20:44,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,9,10,0,0,0,3,3,2,4,4,3,0
2024-09-05 12:21:13,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,12,11,0,0,0,4,3,3,4,5,4,0
2024-09-05 12:21:36,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,14,12,0,0,0,5,3,4,4,5,5,0
2024-09-05 12:22:19,9.0,aggressor,100.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,15,13,0,0,0,6,3,4,4,5,6,0
2024-09-05 12:18:31,9.0,aggressor,100.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,3,12,0,0,2,0,1,1,8,2,1,0
2024-09-05 12:19:30,9.0,aggressor,100.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,7,13,0,0,2,1,1,2,8,4,2,0
2024-09-05 12:20:53,9.0,aggressor,100.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,10,14,0,0,2,3,1,3,8,4,3,0
2024-09-05 12:21:15,9.0,aggressor,100.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,13,15,0,0,2,4,1,4,8,5,4,0
2024-09-05 12:22:35,9.0,aggressor,100.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,16,16,0,0,2,6,1,5,8,5,5,0
