timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:40:03,13.0,aggressor,150.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,4,8,0,0,3,1,4,2,0,1,1,0
2024-09-05 12:40:10,13.0,aggressor,150.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,5,9,0,0,3,1,4,2,0,2,2,0
2024-09-05 12:41:57,13.0,aggressor,150.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,9,10,0,0,3,1,4,5,0,3,3,0
2024-09-05 12:39:53,13.0,aggressor,150.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,3,6,0,0,0,1,2,2,3,0,1,0
2024-09-05 12:42:18,13.0,aggressor,150.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,11,7,0,0,0,2,2,6,3,3,2,0
2024-09-05 12:43:54,13.0,aggressor,150.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,13,8,0,0,0,3,2,7,3,3,3,0
2024-09-05 12:39:05,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,1,5,0,0,0,0,0,1,4,0,1,0
2024-09-05 12:39:20,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,2,6,0,0,0,0,0,2,4,0,2,0
2024-09-05 12:40:23,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,6,7,0,0,0,1,0,3,4,2,3,0
2024-09-05 12:41:03,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,7,8,0,0,0,1,0,4,4,2,4,0
2024-09-05 12:41:39,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,8,9,0,0,0,1,0,5,4,2,5,0
2024-09-05 12:42:15,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,10,10,0,0,0,1,0,6,4,3,6,0
2024-09-05 12:43:11,13.0,aggressor,150.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,12,11,0,0,0,2,0,7,4,3,7,0
