timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:30:21,11.0,aggressor,50.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,4,9,0,0,3,1,5,1,0,1,1,1
2024-09-05 12:31:48,11.0,aggressor,50.0,3.0,0.0,Player_138.25.249.81,Player_138.25.249.93,3.0,Player_138.25.249.81,11,10,0,0,3,5,5,3,0,2,2,1
2024-09-05 12:28:28,11.0,aggressor,50.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,1,9,0,0,0,1,2,0,6,0,1,0
2024-09-05 12:30:43,11.0,aggressor,50.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,5,10,0,0,0,2,2,1,6,1,2,1
2024-09-05 12:30:48,11.0,aggressor,50.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,6,11,0,0,0,3,2,1,6,1,3,1
2024-09-05 12:31:18,11.0,aggressor,50.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,8,12,0,0,0,4,2,2,6,1,4,1
2024-09-05 12:31:29,11.0,aggressor,50.0,3.0,1.0,Player_138.25.249.81,Player_138.25.249.38,3.0,Player_138.25.249.81,9,13,0,0,0,5,2,2,6,1,5,1
2024-09-05 12:29:46,11.0,aggressor,50.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,2,11,0,0,5,1,0,1,5,0,1,0
2024-09-05 12:31:02,11.0,aggressor,50.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,7,12,0,0,5,3,0,2,5,1,2,1
2024-09-05 12:31:34,11.0,aggressor,50.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,10,13,0,0,5,5,0,3,5,1,3,1
2024-09-05 12:31:54,11.0,aggressor,50.0,3.0,2.0,Player_138.25.249.81,Player_138.25.249.94,3.0,Player_138.25.249.81,12,14,0,0,5,5,0,4,5,2,4,1
2024-09-05 12:29:56,11.0,aggressor,50.0,3.0,3.0,Player_138.25.249.81,Player_138.25.249.81,3.0,Player_138.25.249.81,3,17,0,0,4,1,4,1,8,0,1,1
2024-09-05 12:32:09,11.0,aggressor,50.0,3.0,3.0,Player_138.25.249.81,Player_138.25.249.81,3.0,Player_138.25.249.81,13,18,0,0,4,5,4,4,8,2,2,2
2024-09-05 12:32:24,11.0,aggressor,50.0,3.0,3.0,Player_138.25.249.81,Player_138.25.249.81,3.0,Player_138.25.249.81,14,19,0,0,4,5,4,4,8,2,3,3
