timestamp,game_round,map,latency,killer_id,victim_id,killer_ip,victim_ip,player_id,player_ip,suicide_count,deaths_total,killed_by_Player_1022.0,killed_Player_1022.0,killed_by_Player_1.0,killed_Player_1.0,killed_by_Player_2.0,killed_Player_2.0,killed_by_Player_0.0,killed_Player_0.0,killed_by_Player_3.0,killed_Player_3.0
2024-09-05 12:17:42,9.0,aggressor,200.0,2.0,0.0,Player_138.25.249.94,Player_138.25.249.93,2.0,Player_138.25.249.94,1,4,0,0,3,0,1,0,0,1,0,0
2024-09-05 12:20:01,9.0,aggressor,100.0,2.0,0.0,Player_138.25.249.94,Player_138.25.249.93,2.0,Player_138.25.249.94,5,5,0,0,3,2,2,0,0,2,0,1
2024-09-05 12:21:33,9.0,aggressor,100.0,2.0,0.0,Player_138.25.249.94,Player_138.25.249.93,2.0,Player_138.25.249.94,8,6,0,0,3,3,3,1,0,3,0,1
2024-09-05 12:22:17,9.0,aggressor,100.0,2.0,0.0,Player_138.25.249.94,Player_138.25.249.93,2.0,Player_138.25.249.94,10,7,0,0,3,3,4,1,0,4,0,2
2024-09-05 12:18:42,9.0,aggressor,100.0,2.0,1.0,Player_138.25.249.94,Player_138.25.249.38,2.0,Player_138.25.249.94,2,5,0,0,0,1,1,0,4,1,0,0
2024-09-05 12:19:56,9.0,aggressor,100.0,2.0,1.0,Player_138.25.249.94,Player_138.25.249.38,2.0,Player_138.25.249.94,4,6,0,0,0,2,2,0,4,1,0,1
2024-09-05 12:20:12,9.0,aggressor,100.0,2.0,1.0,Player_138.25.249.94,Player_138.25.249.38,2.0,Player_138.25.249.94,6,7,0,0,0,3,3,0,4,2,0,1
2024-09-05 12:20:41,9.0,aggressor,100.0,2.0,2.0,Player_138.25.249.94,Player_138.25.249.94,2.0,Player_138.25.249.94,7,11,0,0,2,3,1,1,8,2,0,1
2024-09-05 12:18:44,9.0,aggressor,100.0,2.0,3.0,Player_138.25.249.94,Player_138.25.249.81,2.0,Player_138.25.249.94,3,11,0,0,2,1,1,0,8,1,0,1
2024-09-05 12:21:39,9.0,aggressor,100.0,2.0,3.0,Player_138.25.249.94,Player_138.25.249.81,2.0,Player_138.25.249.94,9,12,0,0,2,3,2,1,8,3,0,2
