timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:44:36,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,2,0,0,0,1,1,0,0,0,1,0
2024-09-05 02:44:42,14,wrackdm17,150.0,<world>,Player_138.25.249.81,Player_138.25.249.81,0,1,1,0,0,1,0,1,0,0,0,0
2024-09-05 02:45:35,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,3,1,0,0,1,1,1,1,0,0,1
2024-09-05 02:46:28,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,6,0,0,0,2,2,1,3,0,1,1
2024-09-05 02:46:39,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,7,0,0,0,3,3,1,3,0,1,1
2024-09-05 02:46:52,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,8,0,0,0,4,4,1,3,0,1,1
2024-09-05 02:47:16,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,10,1,0,0,5,5,1,3,0,1,1
2024-09-05 02:47:41,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,6,2,0,0,5,2,1,2,0,0,2
2024-09-05 02:47:42,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,12,1,0,0,6,6,1,4,0,1,2
2024-09-05 02:47:45,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,2,0,0,1,6,1,1,0,1,0,2
2024-09-05 02:48:11,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,7,2,0,0,6,3,1,2,1,0,3
2024-09-05 02:48:18,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,13,1,0,0,7,7,1,4,1,1,3
2024-09-05 02:50:11,14,wrackdm17,150.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,6,0,0,2,7,2,1,0,2,2,3
2024-09-05 02:50:29,14,wrackdm17,150.0,<world>,Player_138.25.249.81,Player_138.25.249.81,0,11,2,0,2,7,0,2,4,2,3,3
2024-09-05 02:50:45,14,wrackdm17,150.0,<world>,Player_138.25.249.81,Player_138.25.249.81,0,12,3,0,2,7,0,3,4,2,3,3
