timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 01:57:21,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,0,1,0,0,1,0,0,0,0,0,0,1
2024-09-05 01:57:45,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.81,Player_138.25.249.38,0,2,0,0,1,0,1,1,0,0,0,1
2024-09-05 01:58:06,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.81,Player_138.25.249.38,0,3,0,0,2,0,1,2,0,0,0,1
2024-09-05 01:58:06,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.38,Player_138.25.249.38,1,5,0,0,1,1,3,2,1,0,0,1
2024-09-05 01:59:07,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,1,3,0,0,2,1,0,2,1,0,0,2
2024-09-05 01:59:51,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,1,5,0,0,3,1,0,2,2,0,0,3
2024-09-05 02:00:01,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.81,Player_138.25.249.38,1,7,0,0,3,1,1,3,2,0,1,3
2024-09-05 02:00:09,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.81,Player_138.25.249.38,1,8,0,0,4,1,1,4,2,0,1,3
2024-09-05 02:00:10,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.93,Player_138.25.249.38,1,13,0,0,1,1,8,4,0,1,4,3
2024-09-05 02:00:12,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,1,7,0,0,4,1,1,4,2,1,0,4
2024-09-05 02:00:25,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,1,8,0,0,5,1,1,4,2,1,0,5
2024-09-05 02:00:26,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.81,Player_138.25.249.38,1,9,0,0,5,1,1,5,2,1,1,5
2024-09-05 02:00:42,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.93,Player_138.25.249.38,1,14,0,0,2,1,8,5,0,2,4,5
2024-09-05 02:00:59,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.93,Player_138.25.249.38,1,16,0,0,3,1,9,5,0,3,4,5
2024-09-05 02:01:10,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.93,Player_138.25.249.38,1,17,0,0,4,1,9,5,0,4,4,5
2024-09-05 02:01:37,5,aggressor,0.0,Player_138.25.249.38,Player_138.25.249.94,Player_138.25.249.38,1,13,0,0,6,1,2,5,5,4,0,6
