timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:23:50,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,3,1,0,1,0,1,0,0,1,0,0
2024-09-05 02:24:10,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,2,1,0,0,0,1,0,0,1,0,1
2024-09-05 02:25:08,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,4,1,0,0,1,1,0,1,1,1,1
2024-09-05 02:25:11,10,wrackdm17,100.0,<world>,Player_138.25.249.81,Player_138.25.249.81,0,5,1,0,0,1,0,1,1,1,3,1
2024-09-05 02:25:20,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,5,1,0,0,2,2,1,1,1,1,1
2024-09-05 02:25:46,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,6,1,0,0,3,3,1,1,1,1,1
2024-09-05 02:26:11,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,7,1,0,0,4,4,1,1,1,1,1
2024-09-05 02:26:16,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,9,1,0,5,4,2,1,0,2,1,1
2024-09-05 02:26:42,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.81,Player_138.25.249.81,1,7,1,0,1,4,1,2,1,2,3,1
2024-09-05 02:26:57,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,1,10,1,0,5,4,3,2,0,3,1,1
2024-09-05 02:27:22,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,1,10,1,0,0,5,5,2,1,3,3,1
2024-09-05 02:27:26,10,wrackdm17,100.0,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,1,12,2,0,5,5,4,2,0,4,1,1
