timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:17:55,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,1,0,0,0,1,0,0,1,0,0,0
2024-09-05 02:18:10,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,1,0,0,0,1,0,0,1,0,0,1
2024-09-05 02:18:14,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,2,0,0,0,2,0,0,2,0,0,1
2024-09-05 02:19:00,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,4,0,0,1,2,1,0,2,0,0,2
2024-09-05 02:19:03,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,2,0,0,0,2,0,1,1,0,1,2
2024-09-05 02:19:06,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,4,0,0,0,3,0,1,3,0,1,2
2024-09-05 02:19:09,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,5,0,0,1,3,1,1,3,0,0,3
2024-09-05 02:19:35,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,3,0,0,0,3,0,2,2,0,1,3
2024-09-05 02:19:44,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,7,0,0,1,3,2,2,4,0,0,4
2024-09-05 02:20:01,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,4,0,0,0,3,0,3,3,0,1,4
2024-09-05 02:20:13,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,8,0,0,1,3,2,3,5,0,0,5
2024-09-05 02:20:21,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,9,0,0,1,3,2,3,6,0,0,6
2024-09-05 02:20:30,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,6,0,0,1,3,0,4,4,0,1,6
2024-09-05 02:20:33,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,10,0,0,1,3,2,4,7,0,0,7
2024-09-05 02:20:36,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,7,0,0,1,3,0,5,5,0,1,7
2024-09-05 02:21:15,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,9,0,0,2,3,0,6,6,0,1,7
2024-09-05 02:22:00,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,11,0,0,2,3,0,7,7,0,2,7
2024-09-05 02:22:06,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,15,0,0,2,3,4,7,8,0,1,8
2024-09-05 02:22:24,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,12,0,0,2,3,0,8,8,0,2,8
2024-09-05 02:22:36,9,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,13,0,0,0,4,6,8,4,0,3,8
