timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:02:18,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,1,0,0,0,1,0,0,0,0,1,0
2024-09-05 02:03:28,6,wrackdm17,0.0,<world>,Player_138.25.249.94,Player_138.25.249.94,0,5,2,0,1,1,2,0,0,0,0,1
2024-09-05 02:04:15,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,3,1,0,0,2,0,0,0,0,2,1
2024-09-05 02:04:31,6,wrackdm17,0.0,<world>,Player_138.25.249.94,Player_138.25.249.94,0,7,3,0,1,2,3,0,0,0,0,2
2024-09-05 02:04:47,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,4,1,0,0,3,0,0,0,0,3,2
2024-09-05 02:04:50,6,wrackdm17,0.0,<world>,Player_138.25.249.94,Player_138.25.249.94,0,9,4,0,2,3,3,0,0,0,0,3
2024-09-05 02:04:57,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,1,0,0,0,3,0,1,0,0,1,3
2024-09-05 02:04:57,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,2,0,0,1,3,0,1,0,1,1,3
2024-09-05 02:05:49,6,wrackdm17,0.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,4,0,0,0,3,0,2,2,1,2,3
2024-09-05 02:05:58,6,wrackdm17,0.0,<world>,Player_138.25.249.94,Player_138.25.249.94,0,11,5,0,2,3,4,2,0,1,0,4
