timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 12:51:59,12,wrackdm17,50.0,<world>,Player_172.19.119.51,Player_172.19.119.51,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-05-23 12:52:14,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,2,0,0,0,0,1,1,0,1,1,0,0,0
2024-05-23 12:52:22,12,wrackdm17,50.0,<world>,Player_172.19.119.51,Player_172.19.119.51,0,2,0,0,0,0,0,2,0,1,0,0,0,0
2024-05-23 12:52:57,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,5,1,0,1,0,1,2,0,1,0,1,0,0
2024-05-23 12:53:06,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.117.18,Player_172.19.119.51,0,3,2,0,0,0,1,2,0,1,0,1,0,1
2024-05-23 12:54:12,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,0,4,0,0,0,1,1,2,0,1,0,1,2,1
2024-05-23 12:54:36,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,6,0,0,0,1,2,2,0,2,1,1,1,1
2024-05-23 12:54:52,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,12,1,0,2,1,2,2,1,2,0,2,2,1
2024-05-23 12:55:39,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.137.208,Player_172.19.119.51,0,12,0,1,4,1,1,2,0,2,0,2,5,1
2024-05-23 12:55:53,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,16,1,1,3,1,3,2,1,2,0,3,2,1
2024-05-23 12:55:58,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.117.18,Player_172.19.119.51,0,8,3,1,2,1,2,2,0,2,0,3,1,2
2024-05-23 12:56:16,12,wrackdm17,50.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,18,1,1,3,1,4,2,1,2,0,4,2,2
