timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:28:36,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,1,0,0,0,0,0,1,0,0,1,0
2024-09-05 02:28:38,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,1,0,0,0,0,0,1,0,1,1,0
2024-09-05 02:29:07,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,3,0,0,0,0,0,2,1,1,2,0
2024-09-05 02:29:27,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,2,0,0,0,0,0,2,0,2,2,0
2024-09-05 02:30:12,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,9,0,0,1,0,1,3,4,2,3,0
2024-09-05 02:30:15,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,4,0,0,1,0,0,3,0,3,3,0
2024-09-05 02:30:16,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,6,0,0,0,1,1,3,4,3,1,0
2024-09-05 02:30:57,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,8,0,0,3,1,1,3,0,4,4,0
2024-09-05 02:32:48,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,13,0,0,0,2,5,3,6,4,2,0
2024-09-05 02:32:51,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,10,0,0,3,2,2,3,0,5,5,0
2024-09-05 02:32:53,11,aggressor,50.0,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,16,0,0,4,2,3,4,5,5,4,0
