original_timestamp,timestamp,killer_id,victim_id,weapon_id,killer,victim,weapon
1725504010.341400,2024-09-05 12:40:10.341400,3,0,1,Player_138.25.249.81,Player_138.25.249.93,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 5: Player_138.25.249.81 now has 5 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]'
1725504014.178301,2024-09-05 12:40:14.178301,2,3,10,Player_138.25.249.94,Player_138.25.249.81,MOD_RAILGUN\n]\x08 \x08PlayerScore: 2 3: Player_138.25.249.94 now has 3 points\n]\x08 \x08Challenge: 2 208 1: Client 2 got award 208\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504023.960994,2024-09-05 12:40:23.960994,3,2,1,Player_138.25.249.81,Player_138.25.249.94,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 6: Player_138.25.249.81 now has 6 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504032.708451,2024-09-05 12:40:32.708451,1,0,4,Player_138.25.249.38,Player_138.25.249.93,MOD_GRENADE\n]\x08 \x08PlayerScore: 1 2: Player_138.25.249.38 now has 2 points\n]\x08 \x08Challenge: 1 204 1: Client 1 got award 204\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504038.358321,2024-09-05 12:40:38.358321,2,3,4,Player_138.25.249.94,Player_138.25.249.81,MOD_GRENADE\n]\x08 \x08PlayerScore: 2 4: Player_138.25.249.94 now has 4 points\n]\x08 \x08Challenge: 2 204 1: Client 2 got award 204\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504052.658395,2024-09-05 12:40:52.658395,0,3,7,Player_138.25.249.93,Player_138.25.249.81,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 5: Player_138.25.249.93 now has 5 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504063.844672,2024-09-05 12:41:03.844672,3,2,10,Player_138.25.249.81,Player_138.25.249.94,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 7: Player_138.25.249.81 now has 7 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504066.008506,2024-09-05 12:41:06.008506,1,3,5,Player_138.25.249.38,Player_138.25.249.81,MOD_GRENADE_SPLASH\n]\x08 \x08PlayerScore: 1 3: Player_138.25.249.38 now has 3 points\n]\x08 \x08Challenge: 1 204 1: Client 1 got award 204\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504070.444626,2024-09-05 12:41:10.444626,2,0,3,Player_138.25.249.94,Player_138.25.249.93,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 2 5: Player_138.25.249.94 now has 5 points\n]\x08 \x08Challenge: 2 202 1: Client 2 got award 202\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504079.581185,2024-09-05 12:41:19.581185,2,0,1,Player_138.25.249.94,Player_138.25.249.93,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 2 6: Player_138.25.249.94 now has 6 points\n]\x08 \x08Challenge: 2 203 1: Client 2 got award 203\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504086.319247,2024-09-05 12:41:26.319247,0,3,3,Player_138.25.249.93,Player_138.25.249.81,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 0 6: Player_138.25.249.93 now has 6 points\n]\x08 \x08Challenge: 0 202 1: Client 0 got award 202\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]\x08 \x08Item: 0 weapon_railgun\n]'
1725504099.658373,2024-09-05 12:41:39.658373,3,2,7,Player_138.25.249.81,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 8: Player_138.25.249.81 now has 8 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504100.708450,2024-09-05 12:41:40.708450,0,1,7,Player_138.25.249.93,Player_138.25.249.38,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 7: Player_138.25.249.93 now has 7 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504106.183172,2024-09-05 12:41:46.183172,1,0,10,Player_138.25.249.38,Player_138.25.249.93,MOD_RAILGUN\n]\x08 \x08PlayerScore: 1 4: Player_138.25.249.38 now has 4 points\n]\x08 \x08Challenge: 1 208 1: Client 1 got award 208\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504114.331688,2024-09-05 12:41:54.331688,0,2,3,Player_138.25.249.93,Player_138.25.249.94,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 0 8: Player_138.25.249.93 now has 8 points\n]\x08 \x08Challenge: 0 202 1: Client 0 got award 202\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504117.208447,2024-09-05 12:41:57.208447,3,0,7,Player_138.25.249.81,Player_138.25.249.93,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 9: Player_138.25.249.81 now has 9 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504120.250714,2024-09-05 12:42:00.250714,2,3,10,Player_138.25.249.94,Player_138.25.249.81,MOD_RAILGUN\n]\x08 \x08PlayerScore: 2 7: Player_138.25.249.94 now has 7 points\n]\x08 \x08Challenge: 2 208 1: Client 2 got award 208\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504122.821063,2024-09-05 12:42:02.821063,2,1,10,Player_138.25.249.94,Player_138.25.249.38,MOD_RAILGUN\n]\x08 \x08PlayerScore: 2 8: Player_138.25.249.94 now has 8 points\n]\x08 \x08Challenge: 2 208 1: Client 2 got award 208\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]\x08 \x08Award: 2 1: Player_138.25.249.94 gained the EXCELLENT award!\n]'
1725504135.508546,2024-09-05 12:42:15.508546,3,2,7,Player_138.25.249.81,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 10: Player_138.25.249.81 now has 10 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504138.058399,2024-09-05 12:42:18.058399,3,1,7,Player_138.25.249.81,Player_138.25.249.38,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 11: Player_138.25.249.81 now has 11 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]\x08 \x08Award: 3 1: Player_138.25.249.81 gained the EXCELLENT award!\n]\x08 \x08Challenge: 3 302 1: Client 3 got award 302\n]'
1725504139.669611,2024-09-05 12:42:19.669611,0,3,10,Player_138.25.249.93,Player_138.25.249.81,MOD_RAILGUN\n]\x08 \x08PlayerScore: 0 9: Player_138.25.249.93 now has 9 points\n]\x08 \x08Challenge: 0 208 1: Client 0 got award 208\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504149.408437,2024-09-05 12:42:29.408437,0,3,7,Player_138.25.249.93,Player_138.25.249.81,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 10: Player_138.25.249.93 now has 10 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504156.358308,2024-09-05 12:42:36.358308,0,2,6,Player_138.25.249.93 killed Player_138.25.249.94 by MOD_ROCKET\n]\x08 \x08PlayerScore: 0 11: Player_138.25.249.93 now has 11 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]\x08 \x08Kill: 0 1 7: Player_138.25.249.93,Player_138.25.249.38,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 12: Player_138.25.249.93 now has 12 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]'
1725504167.408605,2024-09-05 12:42:47.408605,0,3,9,Player_138.25.249.93,Player_138.25.249.81,MOD_PLASMA_SPLASH\n]\x08 \x08PlayerScore: 0 13: Player_138.25.249.93 now has 13 points\n]\x08 \x08Challenge: 0 207 1: Client 0 got award 207\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504174.541707,2024-09-05 12:42:54.541707,2,1,11,Player_138.25.249.94,Player_138.25.249.38,MOD_LIGHTNING\n]\x08 \x08PlayerScore: 2 9: Player_138.25.249.94 now has 9 points\n]\x08 \x08Challenge: 2 206 1: Client 2 got award 206\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504182.830555,2024-09-05 12:43:02.830555,0,3,11,Player_138.25.249.93,Player_138.25.249.81,MOD_LIGHTNING\n]\x08 \x08PlayerScore: 0 14: Player_138.25.249.93 now has 14 points\n]\x08 \x08Challenge: 0 206 1: Client 0 got award 206\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504191.258373,2024-09-05 12:43:11.258373,3,2,7,Player_138.25.249.81,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 12: Player_138.25.249.81 now has 12 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504196.985349,2024-09-05 12:43:16.985349,1,3,1,Player_138.25.249.38,Player_138.25.249.81,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 1 5: Player_138.25.249.38 now has 5 points\n]\x08 \x08Challenge: 1 203 1: Client 1 got award 203\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504199.609972,2024-09-05 12:43:19.609972,0,2,11,Player_138.25.249.93,Player_138.25.249.94,MOD_LIGHTNING\n]\x08 \x08PlayerScore: 0 15: Player_138.25.249.93 now has 15 points\n]\x08 \x08Challenge: 0 206 1: Client 0 got award 206\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504207.285924,2024-09-05 12:43:27.285924,0,3,11,Player_138.25.249.93,Player_138.25.249.81,MOD_LIGHTNING\n]\x08 \x08PlayerScore: 0 16: Player_138.25.249.93 now has 16 points\n]\x08 \x08Challenge: 0 206 1: Client 0 got award 206\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504222.058320,2024-09-05 12:43:42.058320,2,0,7,Player_138.25.249.94,Player_138.25.249.93,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 2 10: Player_138.25.249.94 now has 10 points\n]\x08 \x08Challenge: 2 205 1: Client 2 got award 205\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504234.308584,2024-09-05 12:43:54.308584,3,1,7,Player_138.25.249.81,Player_138.25.249.38,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 3 13: Player_138.25.249.81 now has 13 points\n]\x08 \x08Challenge: 3 205 1: Client 3 got award 205\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504257.092558,2024-09-05 12:44:17.092558,2,1,3,Player_138.25.249.94,Player_138.25.249.38,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 2 1: Player_138.25.249.94 now has 1 points\n]\x08 \x08Challenge: 2 202 1: Client 2 got award 202\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504268.119732,2024-09-05 12:44:28.119732,1,0,1,Player_138.25.249.38,Player_138.25.249.93,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 1 1: Player_138.25.249.38 now has 1 points\n]\x08 \x08Challenge: 1 203 1: Client 1 got award 203\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504276.859350,2024-09-05 12:44:36.859350,3,1,1,Player_138.25.249.81,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504282.491273,2024-09-05 12:44:42.491273,1022,3,22,<world>,Player_138.25.249.81,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 3 0: Player_138.25.249.81 now has 0 points\n]'
1725504287.658415,2024-09-05 12:44:47.658415,0,2,7,Player_138.25.249.93,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 1: Player_138.25.249.93 now has 1 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]\x08 \x08Challenge: 0 406 1: Client 0 got award 406\n]'
1725504301.554799,2024-09-05 12:45:01.554799,1,3,22,Player_138.25.249.38,Player_138.25.249.81,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 1 2: Player_138.25.249.38 now has 2 points\n]\x08 \x08Challenge: 1 214 1: Client 1 got award 214\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504304.672002,2024-09-05 12:45:04.672002,0,1,22,Player_138.25.249.93,Player_138.25.249.38,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 0 2: Player_138.25.249.93 now has 2 points\n]\x08 \x08Challenge: 0 214 1: Client 0 got award 214\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]\x08 \x08Challenge: 0 401 1: Client 0 got award 401\n]'
1725504315.325851,2024-09-05 12:45:15.325851,1022,2,22,<world>,Player_138.25.249.94,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 2 0: Player_138.25.249.94 now has 0 points\n]'
1725504320.280136,2024-09-05 12:45:20.280136,0,1,3,Player_138.25.249.93,Player_138.25.249.38,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 0 3: Player_138.25.249.93 now has 3 points\n]\x08 \x08Challenge: 0 202 1: Client 0 got award 202\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504335.156815,2024-09-05 12:45:35.156815,3,2,10,Player_138.25.249.81,Player_138.25.249.94,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504339.650132,2024-09-05 12:45:39.650132,0,1,1,Player_138.25.249.93,Player_138.25.249.38,MOD_SHOTGUN\n]'
1725504380.287668,2024-09-05 12:46:20.287668,0,2,3,Player_138.25.249.93,Player_138.25.249.94,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 0 1: Player_138.25.249.93 now has 1 points\n]\x08 \x08Challenge: 0 202 1: Client 0 got award 202\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504388.517837,2024-09-05 12:46:28.517837,3,1,1,Player_138.25.249.81,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504399.814067,2024-09-05 12:46:39.814067,3,1,1,Player_138.25.249.81,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 2: Player_138.25.249.81 now has 2 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504412.059864,2024-09-05 12:46:52.059864,3,1,1,Player_138.25.249.81,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 3: Player_138.25.249.81 now has 3 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504424.518538,2024-09-05 12:47:04.518538,1022,1,22,<world>,Player_138.25.249.38,MOD_TRIGGER_HURT\n]\x08 \x08Item: 0 item_armor_body\n]'
1725504436.165088,2024-09-05 12:47:16.165088,3,1,1,Player_138.25.249.81,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 4: Player_138.25.249.81 now has 4 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504437.158326,2024-09-05 12:47:17.158326,2,3,4,Player_138.25.249.94,Player_138.25.249.81,MOD_GRENADE\n]\x08 \x08PlayerScore: 2 1: Player_138.25.249.94 now has 1 points\n]\x08 \x08Challenge: 2 204 1: Client 2 got award 204\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504442.963479,2024-09-05 12:47:22.963479,1,3,3,Player_138.25.249.38,Player_138.25.249.81,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 1 1: Player_138.25.249.38 now has 1 points\n]\x08 \x08Challenge: 1 202 1: Client 1 got award 202\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504444.993598,2024-09-05 12:47:24.993598,1022,2,22,<world>,Player_138.25.249.94,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 2 0: Player_138.25.249.94 now has 0 points\n]'
1725504453.665801,2024-09-05 12:47:33.665801,0,1,10,Player_138.25.249.93,Player_138.25.249.38,MOD_RAILGUN\n]\x08 \x08PlayerScore: 0 2: Player_138.25.249.93 now has 2 points\n]\x08 \x08Challenge: 0 208 1: Client 0 got award 208\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504461.012869,2024-09-05 12:47:41.012869,3,2,10,Player_138.25.249.81,Player_138.25.249.94,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 5: Player_138.25.249.81 now has 5 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]'
1725504462.953017,2024-09-05 12:47:42.953017,3,1,10,Player_138.25.249.81,Player_138.25.249.38,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 6: Player_138.25.249.81 now has 6 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]\x08 \x08Challenge: 3 401 1: Client 3 got award 401\n]\x08 \x08Award: 3 1: Player_138.25.249.81 gained the EXCELLENT award!\n]\x08 \x08Challenge: 3 302 1: Client 3 got award 302\n]\x08 \x08Award: 3 2: Player_138.25.249.81 gained the IMPRESSIVE award!\n]\x08 \x08Challenge: 3 301 1: Client 3 got award 301\n]'
1725504465.625358,2024-09-05 12:47:45.625358,3,0,10,Player_138.25.249.81,Player_138.25.249.93,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 7: Player_138.25.249.81 now has 7 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]\x08 \x08Challenge: 3 401 1: Client 3 got award 401\n]\x08 \x08Award: 3 1: Player_138.25.249.81 gained the EXCELLENT award!\n]\x08 \x08Challenge: 3 302 1: Client 3 got award 302\n]'
1725504491.411824,2024-09-05 12:48:11.411824,3,2,22,Player_138.25.249.81,Player_138.25.249.94,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 3 8: Player_138.25.249.81 now has 8 points\n]\x08 \x08Challenge: 3 214 1: Client 3 got award 214\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504497.322485,2024-09-05 12:48:17.322485,2,0,3,Player_138.25.249.94,Player_138.25.249.93,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 2 1: Player_138.25.249.94 now has 1 points\n]\x08 \x08Challenge: 2 202 1: Client 2 got award 202\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504498.585354,2024-09-05 12:48:18.585354,3,1,10,Player_138.25.249.81,Player_138.25.249.38,MOD_RAILGUN\n]\x08 \x08PlayerScore: 3 9: Player_138.25.249.81 now has 9 points\n]\x08 \x08Challenge: 3 208 1: Client 3 got award 208\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504509.358395,2024-09-05 12:48:29.358395,2,3,8,Player_138.25.249.94,Player_138.25.249.81,MOD_PLASMA\n]\x08 \x08PlayerScore: 2 2: Player_138.25.249.94 now has 2 points\n]\x08 \x08Challenge: 2 207 1: Client 2 got award 207\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504511.598216,2024-09-05 12:48:31.598216,0,1,3,Player_138.25.249.93,Player_138.25.249.38,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 0 3: Player_138.25.249.93 now has 3 points\n]\x08 \x08Challenge: 0 202 1: Client 0 got award 202\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504524.608555,2024-09-05 12:48:44.608555,0,2,7,Player_138.25.249.93,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 4: Player_138.25.249.93 now has 4 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504544.658334,2024-09-05 12:49:04.658334,0,3,7,Player_138.25.249.93,Player_138.25.249.81,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 5: Player_138.25.249.93 now has 5 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504546.158407,2024-09-05 12:49:06.158407,1,0,8,Player_138.25.249.38,Player_138.25.249.93,MOD_PLASMA\n]\x08 \x08PlayerScore: 1 2: Player_138.25.249.38 now has 2 points\n]\x08 \x08Challenge: 1 207 1: Client 1 got award 207\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504555.158393,2024-09-05 12:49:15.158393,2,3,4,Player_138.25.249.94,Player_138.25.249.81,MOD_GRENADE\n]\x08 \x08PlayerScore: 2 3: Player_138.25.249.94 now has 3 points\n]\x08 \x08Challenge: 2 204 1: Client 2 got award 204\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
1725504558.881108,2024-09-05 12:49:18.881108,0,1,1,Player_138.25.249.93,Player_138.25.249.38,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 0 6: Player_138.25.249.93 now has 6 points\n]\x08 \x08Challenge: 0 203 1: Client 0 got award 203\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504560.740305,2024-09-05 12:49:20.740305,0,3,1,Player_138.25.249.93,Player_138.25.249.81,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 0 7: Player_138.25.249.93 now has 7 points\n]\x08 \x08Challenge: 0 203 1: Client 0 got award 203\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]\x08 \x08Award: 0 1: Player_138.25.249.93 gained the EXCELLENT award!\n]\x08 \x08Challenge: 0 302 1: Client 0 got award 302\n]'
1725504565.194030,2024-09-05 12:49:25.194030,2,0,1,Player_138.25.249.94,Player_138.25.249.93,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 2 4: Player_138.25.249.94 now has 4 points\n]\x08 \x08Challenge: 2 203 1: Client 2 got award 203\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504588.996940,2024-09-05 12:49:48.996940,0,3,22,Player_138.25.249.93,Player_138.25.249.81,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 0 8: Player_138.25.249.93 now has 8 points\n]\x08 \x08Challenge: 0 214 1: Client 0 got award 214\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]'
