original_timestamp,timestamp,killer_id,victim_id,weapon_id,killer,victim,weapon
1725504589.824791,2024-09-05 12:49:49.824791,1022,2,22,<world>,Player_138.25.249.94,MOD_TRIGGER_HURT\n]'
1725504599.723919,2024-09-05 12:49:59.723919,1022,2,22,<world>,Player_138.25.249.94,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 2 2: Player_138.25.249.94 now has 2 points\n]'
1725504607.732665,2024-09-05 12:50:07.732665,1,2,1,Player_138.25.249.38,Player_138.25.249.94,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 1 3: Player_138.25.249.38 now has 3 points\n]\x08 \x08Challenge: 1 203 1: Client 1 got award 203\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504611.733433,2024-09-05 12:50:11.733433,3,0,1,Player_138.25.249.81,Player_138.25.249.93,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 10: Player_138.25.249.81 now has 10 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 0 2 1: Client 0 got award 2\n]'
1725504621.074278,2024-09-05 12:50:21.074278,2,1,3,Player_138.25.249.94,Player_138.25.249.38,MOD_MACHINEGUN\n]\x08 \x08PlayerScore: 2 3: Player_138.25.249.94 now has 3 points\n]\x08 \x08Challenge: 2 202 1: Client 2 got award 202\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504621.882582,2024-09-05 12:50:21.882582,0,3,1,Player_138.25.249.93,Player_138.25.249.81,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 0 9: Player_138.25.249.93 now has 9 points\n]\x08 \x08Challenge: 0 203 1: Client 0 got award 203\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 3 2 1: Client 3 got award 2\n]\x08 \x08Item: 0 weapon_shotgun\n]'
1725504629.995363,2024-09-05 12:50:29.995363,1022,3,22,<world>,Player_138.25.249.81,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 3 9: Player_138.25.249.81 now has 9 points\n]'
1725504645.334973,2024-09-05 12:50:45.334973,1022,3,22,<world>,Player_138.25.249.81,MOD_TRIGGER_HURT\n]\x08 \x08PlayerScore: 3 8: Player_138.25.249.81 now has 8 points\n]'
1725504651.058446,2024-09-05 12:50:51.058446,2,1,6,Player_138.25.249.94,Player_138.25.249.38,MOD_ROCKET\n]\x08 \x08PlayerScore: 2 4: Player_138.25.249.94 now has 4 points\n]\x08 \x08Challenge: 2 205 1: Client 2 got award 205\n]\x08 \x08Challenge: 2 1 1: Client 2 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]'
1725504652.380279,2024-09-05 12:50:52.380279,0,2,1,Player_138.25.249.93,Player_138.25.249.94,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 0 10: Player_138.25.249.93 now has 10 points\n]\x08 \x08Challenge: 0 203 1: Client 0 got award 203\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504663.869005,2024-09-05 12:51:03.869005,1,2,1,Player_138.25.249.38,Player_138.25.249.94,MOD_SHOTGUN\n]\x08 \x08PlayerScore: 1 4: Player_138.25.249.38 now has 4 points\n]\x08 \x08Challenge: 1 203 1: Client 1 got award 203\n]\x08 \x08Challenge: 1 1 1: Client 1 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
1725504669.358351,2024-09-05 12:51:09.358351,0,2,7,Player_138.25.249.93,Player_138.25.249.94,MOD_ROCKET_SPLASH\n]\x08 \x08PlayerScore: 0 11: Player_138.25.249.93 now has 11 points\n]\x08 \x08Challenge: 0 205 1: Client 0 got award 205\n]\x08 \x08Challenge: 0 1 1: Client 0 got award 1\n]\x08 \x08Challenge: 2 2 1: Client 2 got award 2\n]'
