original_timestamp,timestamp,game_round,map,latency,event,player_id,item_id,item,log_line
1725501457.169804,2024-09-05 11:57:37.169,7,aggressor,0,ItemPickup,0,10,weapon_plasmagun,1725501457.169804: b'\x08 \x08Item: 0 weapon_plasmagun\n]'
1725501458.914821,2024-09-05 11:57:38.914,7,aggressor,0,ItemPickup,1,4,item_armor_combat,1725501458.914821: b'\x08 \x08Item: 1 item_armor_combat\n]'
1725501459.358806,2024-09-05 11:57:39.358,7,aggressor,0,ItemPickup,0,4,item_armor_combat,1725501459.358806: b'\x08 \x08Item: 0 item_armor_combat\n]'
1725501461.035983,2024-09-05 11:57:41.035,7,aggressor,0,ItemPickup,3,20,weapon_railgun,1725501461.035983: b'\x08 \x08Item: 3 weapon_railgun\n]'
1725501462.160002,2024-09-05 11:57:42.160,7,aggressor,0,ItemPickup,1,3,weapon_rocketlauncher,1725501462.160002: b'\x08 \x08Item: 1 weapon_rocketlauncher\n]'
1725501464.556056,2024-09-05 11:57:44.556,7,aggressor,0,ItemPickup,3,15,weapon_grenadelauncher,1725501464.556056: b'\x08 \x08Item: 3 weapon_grenadelauncher\n]'
1725501464.926032,2024-09-05 11:57:44.926,7,aggressor,0,ItemPickup,2,1,item_armor_shard,1725501464.926032: b'\x08 \x08Item: 2 item_armor_shard\n]\x08 \x08Item: 2 item_armor_shard\n]'
1725501465.000804,2024-09-05 11:57:45.000,7,aggressor,0,ItemPickup,2,1,item_armor_shard,1725501465.000804: b'\x08 \x08Item: 2 item_armor_shard\n]\x08 \x08Item: 2 item_armor_shard\n]'
1725501465.555353,2024-09-05 11:57:45.555,7,aggressor,0,ItemPickup,3,6,item_health,1725501465.555353: b'\x08 \x08Item: 3 item_health\n]'
1725501469.774805,2024-09-05 11:57:49.774,7,aggressor,0,ItemPickup,2,2,ammo_rockets,1725501469.774805: b'\x08 \x08Item: 2 ammo_rockets\n]'
1725501470.086706,2024-09-05 11:57:50.086,7,aggressor,0,ItemPickup,3,3,weapon_rocketlauncher,1725501470.086706: b'\x08 \x08Item: 3 weapon_rocketlauncher\n]'
1725501470.943290,2024-09-05 11:57:50.943,7,aggressor,0,ItemPickup,1,15,weapon_grenadelauncher,1725501470.943290: b'\x08 \x08Item: 1 weapon_grenadelauncher\n]'
1725501471.080360,2024-09-05 11:57:51.080,7,aggressor,0,ItemPickup,0,6,item_health,1725501471.080360: b'\x08 \x08Item: 0 item_health\n]'
1725501471.557064,2024-09-05 11:57:51.557,7,aggressor,0,ItemPickup,2,20,weapon_railgun,1725501471.557064: b'\x08 \x08Item: 2 weapon_railgun\n]'
1725501471.740422,2024-09-05 11:57:51.740,7,aggressor,0,ItemPickup,0,4,item_armor_combat,1725501471.740422: b'\x08 \x08Item: 0 item_armor_combat\n]'
1725501472.004424,2024-09-05 11:57:52.004,7,aggressor,0,ItemPickup,0,11,weapon_lightning,1725501472.004424: b'\x08 \x08Item: 0 weapon_lightning\n]'
1725501473.811628,2024-09-05 11:57:53.811,7,aggressor,0,ItemPickup,2,3,weapon_rocketlauncher,1725501473.811628: b'\x08 \x08Item: 2 weapon_rocketlauncher\n]'
1725501474.914755,2024-09-05 11:57:54.914,7,aggressor,0,ItemPickup,1,5,ammo_cells,1725501474.914755: b'\x08 \x08Item: 1 ammo_cells\n]'
1725501475.986237,2024-09-05 11:57:55.986,7,aggressor,0,ItemPickup,0,9,weapon_shotgun,1725501475.986237: b'\x08 \x08Item: 0 weapon_shotgun\n]'
1725501481.023250,2024-09-05 11:58:01.023,7,aggressor,0,ItemPickup,3,11,weapon_lightning,1725501481.023250: b'\x08 \x08Item: 3 weapon_lightning\n]'
1725501482.853533,2024-09-05 11:58:02.853,7,aggressor,0,ItemPickup,1,3,weapon_rocketlauncher,1725501482.853533: b'\x08 \x08Item: 1 weapon_rocketlauncher\n]'
1725501483.658681,2024-09-05 11:58:03.658,7,aggressor,0,ItemPickup,0,8,item_health_small,1725501483.658681: b'\x08 \x08Item: 0 item_health_small\n]'
1725501483.698689,2024-09-05 11:58:03.698,7,aggressor,0,ItemPickup,0,8,item_health_small,1725501483.698689: b'\x08 \x08Item: 0 item_health_small\n]'
1725501483.786598,2024-09-05 11:58:03.786,7,aggressor,0,ItemPickup,0,8,item_health_small,1725501483.786598: b'\x08 \x08Item: 0 item_health_small\n]\x08 \x08Item: 0 item_health_small\n]'
1725501486.082762,2024-09-05 11:58:06.082,7,aggressor,0,ItemPickup,1,10,weapon_plasmagun,1725501486.082762: b'\x08 \x08Item: 1 weapon_plasmagun\n]'
1725501486.999072,2024-09-05 11:58:06.999,7,aggressor,0,ItemPickup,0,20,weapon_railgun,1725501486.999072: b'\x08 \x08Item: 0 weapon_railgun\n]'
1725501489.359881,2024-09-05 11:58:09.359,7,aggressor,0,ItemPickup,2,11,weapon_lightning,1725501489.359881: b'\x08 \x08Item: 2 weapon_lightning\n]'
1725501489.622686,2024-09-05 11:58:09.622,7,aggressor,0,ItemPickup,3,3,weapon_rocketlauncher,1725501489.622686: b'\x08 \x08Item: 3 weapon_rocketlauncher\n]'
1725501490.660285,2024-09-05 11:58:10.660,7,aggressor,0,ItemPickup,1,9,weapon_shotgun,1725501490.660285: b'\x08 \x08Item: 1 weapon_shotgun\n]'
1725501492.231669,2024-09-05 11:58:12.231,7,aggressor,0,ItemPickup,2,19,ammo_shells,1725501492.231669: b'\x08 \x08Item: 2 ammo_shells\n]'
1725501494.657517,2024-09-05 11:58:14.657,7,aggressor,0,ItemPickup,0,3,weapon_rocketlauncher,1725501494.657517: b'\x08 \x08Item: 0 weapon_rocketlauncher\n]'
1725501495.587192,2024-09-05 11:58:15.587,7,aggressor,0,ItemPickup,1,4,item_armor_combat,1725501495.587192: b'\x08 \x08Item: 1 item_armor_combat\n]'
1725501496.019885,2024-09-05 11:58:16.019,7,aggressor,0,ItemPickup,0,18,ammo_bullets,1725501496.019885: b'\x08 \x08Item: 0 ammo_bullets\n]'
1725501496.172347,2024-09-05 11:58:16.172,7,aggressor,0,ItemPickup,3,3,weapon_rocketlauncher,1725501496.172347: b'\x08 \x08Item: 3 weapon_rocketlauncher\n]'
1725501496.393886,2024-09-05 11:58:16.393,7,aggressor,0,ItemPickup,0,5,ammo_cells,1725501496.393886: b'\x08 \x08Item: 0 ammo_cells\n]'
1725501498.345037,2024-09-05 11:58:18.345,7,aggressor,0,ItemPickup,2,15,weapon_grenadelauncher,1725501498.345037: b'\x08 \x08Item: 2 weapon_grenadelauncher\n]'
1725501501.338498,2024-09-05 11:58:21.338,7,aggressor,0,ItemPickup,2,1,item_armor_shard,1725501501.338498: b'\x08 \x08Item: 2 item_armor_shard\n]'
1725501501.405564,2024-09-05 11:58:21.405,7,aggressor,0,ItemPickup,2,1,item_armor_shard,1725501501.405564: b'\x08 \x08Item: 2 item_armor_shard\n]'
1725501501.669046,2024-09-05 11:58:21.669,7,aggressor,0,ItemPickup,2,1,item_armor_shard,1725501501.669046: b'\x08 \x08Item: 2 item_armor_shard\n]'
1725501502.663490,2024-09-05 11:58:22.663,7,aggressor,0,ItemPickup,1,4,item_armor_combat,1725501502.663490: b'\x08 \x08Item: 1 item_armor_combat\n]'
1725501505.591221,2024-09-05 11:58:25.591,7,aggressor,0,ItemPickup,0,3,weapon_rocketlauncher,1725501505.591221: b'\x08 \x08Item: 0 weapon_rocketlauncher\n]'
1725501509.548319,2024-09-05 11:58:29.548,7,aggressor,0,ItemPickup,2,4,item_armor_combat,1725501509.548319: b'\x08 \x08Item: 2 item_armor_combat\n]'
1725501509.673486,2024-09-05 11:58:29.673,7,aggressor,0,ItemPickup,3,15,weapon_grenadelauncher,1725501509.673486: b'\x08 \x08Item: 3 weapon_grenadelauncher\n]'
1725501509.864219,2024-09-05 11:58:29.864,7,aggressor,0,ItemPickup,2,11,weapon_lightning,1725501509.864219: b'\x08 \x08Item: 2 weapon_lightning\n]'
1725501512.230807,2024-09-05 11:58:32.230,7,aggressor,0,ItemPickup,1,3,weapon_rocketlauncher,1725501512.230807: b'\x08 \x08Item: 1 weapon_rocketlauncher\n]'
1725501513.004325,2024-09-05 11:58:33.004,7,aggressor,0,ItemPickup,2,6,item_health,1725501513.004325: b'\x08 \x08Item: 2 item_health\n]'
1725501513.052056,2024-09-05 11:58:33.052,7,aggressor,0,ItemPickup,3,9,weapon_shotgun,1725501513.052056: b'\x08 \x08Item: 3 weapon_shotgun\n]'
1725501513.550804,2024-09-05 11:58:33.550,7,aggressor,0,ItemPickup,1,1,item_armor_shard,1725501513.550804: b'\x08 \x08Item: 1 item_armor_shard\n]'
1725501514.903859,2024-09-05 11:58:34.903,7,aggressor,0,ItemPickup,1,3,weapon_rocketlauncher,1725501514.903859: b'\x08 \x08Item: 1 weapon_rocketlauncher\n]'
