timestamp,game_round,map,latency,event,killer_id,victim_id,weapon_id,killer_ip,victim_ip,weapon,player_id,score,player_ip,points,log_line,log_score
2024-09-05 01:53:14,2,aggressor,,PlayerScore,,,,,,,3.0,1.0,Player_138.25.249.81,1.0,2024-09-05 01:53:14: killed Player_138.25.249.38 by MOD_SHOTGUN\n]\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\n]\x08 \x08Challenge: 3 203 1: Client 3 got award 203\n]\x08 \x08Challenge: 3 1 1: Client 3 got award 1\n]\x08 \x08Challenge: 1 2 1: Client 1 got award 2\n]\x08 \x08Item: 1 item_health_small\n]\x08 \x08Item: 1 item_health_small\n]\x08 \x08Item: 0 weapon_shotgun\n]\x08 \x08Item: 1 item_health_small\n]\x08 \x08Item: 1 item_health_small\n]\x08 \x08Item: 3 weapon_railgun\n]\x08 \x08Item: 3 ammo_cells\n]\x08 \x08Item: 1 ammo_cells\n]\x08 \x08Item: 1 ammo_bullets\n]\x08 \x08Item: 0 weapon_grenadelauncher\n]\x08 \x08Item: 3 weapon_rocketlauncher\n]\x08 \x08Item: 1 item_armor_shard\n]\x08 \x08Item: 1 item_armor_shard\n]\x08 \x08Item: 1 item_armor_shard\n]\x08 \x08Item: 3 item_armor_combat\n]\x08 \x08Item: 3 ammo_shells\n]\x08 \x08Item: 3 item_health\n]\x08 \x08Item: 3 item_armor_combat\n]\x08 \x08Item: 3 weapon_lightning\n]\x08 \x08Item: 0 weapon_grenadelauncher\n]\x08 \x08Item: 0 ammo_rockets\n]\x08 \x08Item: 0 item_health\n]\x08 \x08Item: 1 weapon_plasmagun\n]\x08 \x08Item: 1 ammo_bullets\n]\x08 \x08Item: 2 weapon_rocketlauncher\n]\x08 \x08Item: 2 ammo_rockets\n]\x08 \x08Item: 1 weapon_plasmagun\n]\x08 \x08Item: 2 item_health',1.0
2024-09-05 01:53:14,2,aggressor,,Kill,1.0,2.0,3.0,Player_138.25.249.38,Player_138.25.249.94,MOD_MACHINEGUN,3.0,2.0,Player_138.25.249.81,2.0,2024-09-05 01:53:14: \x08 \x08Kill: 1 2 3: Player_138.25.249.38 killed Player_138.25.249.94 by MOD_MACHINEGUN\x08 \x08PlayerScore: 1 4: Player_138.25.249.38 now has 4 points\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\x08 \x08Challenge: 2 208 1: Client 2 got award 208\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 2 302 1: Client 2 got award 302\x08 \x08Challenge: 1 202 1: Client 1 got award 202\x08 \x08Challenge: 1 1 1: Client 1 got award 1\x08 \x08Challenge: 2 2 1: Client 2 got award 2\x08 \x08Challenge: 3 204 1: Client 3 got award 204\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2,1.0
2024-09-05 01:53:14,2,aggressor,,Kill,3.0,0.0,5.0,Player_138.25.249.81,Player_138.25.249.93,MOD_GRENADE_SPLASH,3.0,3.0,Player_138.25.249.81,3.0,2024-09-05 01:53:14: \x08 \x08Kill: 3 0 5: Player_138.25.249.81 killed Player_138.25.249.93 by MOD_GRENADE_SPLASH\x08 \x08PlayerScore: 1 4: Player_138.25.249.38 now has 4 points\x08 \x08PlayerScore: 3 1: Player_138.25.249.81 now has 1 points\x08 \x08Challenge: 2 208 1: Client 2 got award 208\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 2 302 1: Client 2 got award 302\x08 \x08Challenge: 1 202 1: Client 1 got award 202\x08 \x08Challenge: 1 1 1: Client 1 got award 1\x08 \x08Challenge: 2 2 1: Client 2 got award 2\x08 \x08Challenge: 3 204 1: Client 3 got award 204\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2,1.0
2024-09-05 01:53:14,2,aggressor,,Kill,2.0,1.0,6.0,Player_138.25.249.94,Player_138.25.249.38,MOD_ROCKET,3.0,4.0,Player_138.25.249.81,4.0,2024-09-05 01:53:14: \x08 \x08Kill: 2 1 6: Player_138.25.249.94 killed Player_138.25.249.38 by MOD_ROCKET\x08 \x08PlayerScore: 2 11: Player_138.25.249.94 now has 11 points\x08 \x08PlayerScore: 3 5: Player_138.25.249.81 now has 5 points\x08 \x08Challenge: 3 2 1: Client 3 got award 2\x08 \x08Challenge: 2 205 1: Client 2 got award 205\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 3 203 1: Client 3 got award 203\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2,5.0
2024-09-05 01:53:14,2,aggressor,,Kill,3.0,0.0,1.0,Player_138.25.249.81,Player_138.25.249.93,MOD_SHOTGUN,3.0,5.0,Player_138.25.249.81,5.0,2024-09-05 01:53:14: \x08 \x08Kill: 3 0 1: Player_138.25.249.81 killed Player_138.25.249.93 by MOD_SHOTGUN\x08 \x08PlayerScore: 2 11: Player_138.25.249.94 now has 11 points\x08 \x08PlayerScore: 3 5: Player_138.25.249.81 now has 5 points\x08 \x08Challenge: 3 2 1: Client 3 got award 2\x08 \x08Challenge: 2 205 1: Client 2 got award 205\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 3 203 1: Client 3 got award 203\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2,5.0
2024-09-05 01:53:14,2,aggressor,,Kill,2.0,0.0,7.0,Player_138.25.249.94,Player_138.25.249.93,MOD_ROCKET_SPLASH,3.0,6.0,Player_138.25.249.81,6.0,2024-09-05 01:53:14: \x08 \x08Kill: 2 0 7: Player_138.25.249.94 killed Player_138.25.249.93 by MOD_ROCKET_SPLASH\x08 \x08PlayerScore: 0 7: Player_138.25.249.93 now has 7 points\x08 \x08PlayerScore: 2 14: Player_138.25.249.94 now has 14 points\x08 \x08PlayerScore: 3 7: Player_138.25.249.81 now has 7 points\x08 \x08Challenge: 0 206 1: Client 0 got award 206\x08 \x08Challenge: 0 1 1: Client 0 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 2 205 1: Client 2 got award 205\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2\x08 \x08Challenge: 3 207 1: Client 3 got award 207\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2,7.0
2024-09-05 01:53:14,2,aggressor,,Kill,3.0,1.0,8.0,Player_138.25.249.81,Player_138.25.249.38,MOD_PLASMA,3.0,7.0,Player_138.25.249.81,7.0,2024-09-05 01:53:14: \x08 \x08Kill: 3 1 8: Player_138.25.249.81 killed Player_138.25.249.38 by MOD_PLASMA\x08 \x08PlayerScore: 0 7: Player_138.25.249.93 now has 7 points\x08 \x08PlayerScore: 2 14: Player_138.25.249.94 now has 14 points\x08 \x08PlayerScore: 3 7: Player_138.25.249.81 now has 7 points\x08 \x08Challenge: 0 206 1: Client 0 got award 206\x08 \x08Challenge: 0 1 1: Client 0 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2\x08 \x08Challenge: 2 205 1: Client 2 got award 205\x08 \x08Challenge: 2 1 1: Client 2 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2\x08 \x08Challenge: 3 207 1: Client 3 got award 207\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2,7.0
2024-09-05 01:53:14,2,aggressor,,Kill,1.0,2.0,3.0,Player_138.25.249.38,Player_138.25.249.94,MOD_MACHINEGUN,3.0,8.0,Player_138.25.249.81,8.0,2024-09-05 01:53:14: \x08 \x08Kill: 1 2 3: Player_138.25.249.38 killed Player_138.25.249.94 by MOD_MACHINEGUN\x08 \x08PlayerScore: 1 8: Player_138.25.249.38 now has 8 points\x08 \x08PlayerScore: 3 8: Player_138.25.249.81 now has 8 points\x08 \x08Challenge: 1 202 1: Client 1 got award 202\x08 \x08Challenge: 1 1 1: Client 1 got award 1\x08 \x08Challenge: 2 2 1: Client 2 got award 2\x08 \x08Challenge: 3 208 1: Client 3 got award 208\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2,8.0
2024-09-05 01:53:14,2,aggressor,,Kill,3.0,1.0,10.0,Player_138.25.249.81,Player_138.25.249.38,MOD_RAILGUN,3.0,9.0,Player_138.25.249.81,9.0,2024-09-05 01:53:14: \x08 \x08Kill: 3 1 10: Player_138.25.249.81 killed Player_138.25.249.38 by MOD_RAILGUN\x08 \x08PlayerScore: 1 8: Player_138.25.249.38 now has 8 points\x08 \x08PlayerScore: 3 8: Player_138.25.249.81 now has 8 points\x08 \x08Challenge: 1 202 1: Client 1 got award 202\x08 \x08Challenge: 1 1 1: Client 1 got award 1\x08 \x08Challenge: 2 2 1: Client 2 got award 2\x08 \x08Challenge: 3 208 1: Client 3 got award 208\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 1 2 1: Client 1 got award 2,8.0
2024-09-05 01:53:14,2,aggressor,,Kill,3.0,0.0,8.0,Player_138.25.249.81,Player_138.25.249.93,MOD_PLASMA,3.0,10.0,Player_138.25.249.81,10.0,2024-09-05 01:53:14: \x08 \x08Kill: 3 0 8: Player_138.25.249.81 killed Player_138.25.249.93 by MOD_PLASMA\x08 \x08PlayerScore: 3 9: Player_138.25.249.81 now has 9 points\x08 \x08Challenge: 3 207 1: Client 3 got award 207\x08 \x08Challenge: 3 1 1: Client 3 got award 1\x08 \x08Challenge: 0 2 1: Client 0 got award 2,9.0
