timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:28:01,11,aggressor,100.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,1,0,0,0,1,0,0,1,0,0,0
2024-09-05 02:28:59,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,2,0,0,0,1,0,1,1,0,1,0
2024-09-05 02:29:14,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,4,0,0,0,1,0,2,2,0,2,0
2024-09-05 02:29:15,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,3,0,0,0,2,1,2,2,0,0,0
2024-09-05 02:29:18,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,1,0,0,0,2,0,2,1,0,0,1
2024-09-05 02:29:24,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,4,0,0,0,3,1,2,3,0,0,1
2024-09-05 02:29:36,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,6,0,0,1,3,0,3,3,0,2,1
2024-09-05 02:30:02,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,8,0,0,1,3,1,4,4,0,2,1
2024-09-05 02:30:06,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,5,0,0,0,4,1,4,4,0,0,1
2024-09-05 02:30:53,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,7,0,0,4,4,1,4,2,0,0,2
2024-09-05 02:30:57,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,11,0,0,2,4,1,5,5,0,3,2
2024-09-05 02:31:53,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,11,0,0,0,5,5,5,5,0,1,2
2024-09-05 02:32:12,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,12,0,0,0,6,5,5,6,0,1,2
2024-09-05 02:32:14,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,12,0,0,5,6,4,5,3,0,0,3
2024-09-05 02:32:44,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,13,0,0,5,6,4,5,4,0,0,4
2024-09-05 02:32:58,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,14,0,0,5,6,4,5,5,0,0,5
2024-09-05 02:33:00,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,17,0,0,4,6,3,6,6,0,4,5
2024-09-05 02:33:12,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,18,0,0,4,6,3,7,7,0,4,5
2024-09-05 02:33:23,11,aggressor,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,19,0,0,4,6,3,8,8,0,4,5
