timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:33:54,12,wrackdm17,50.0,<world>,Player_138.25.249.93,Player_138.25.249.93,0,1,1,0,0,0,0,0,0,1,0,0
2024-09-05 02:34:31,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,2,0,0,1,0,0,1,1,1,0,0
2024-09-05 02:34:46,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,3,0,0,1,0,0,2,2,1,0,0
2024-09-05 02:35:10,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,4,0,0,1,0,0,3,3,1,0,0
2024-09-05 02:35:37,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,2,0,0,1,0,0,3,1,1,0,1
2024-09-05 02:35:49,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,6,0,0,2,0,0,4,4,1,0,1
2024-09-05 02:35:57,12,wrackdm17,50.0,<world>,Player_138.25.249.93,Player_138.25.249.93,0,2,2,0,0,0,0,4,0,2,0,1
2024-09-05 02:36:46,12,wrackdm17,50.0,<world>,Player_138.25.249.93,Player_138.25.249.93,0,4,3,0,0,0,0,4,0,3,1,1
2024-09-05 02:37:24,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,8,1,0,0,1,5,4,1,3,1,1
2024-09-05 02:37:51,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,9,1,0,0,2,5,4,2,3,1,1
2024-09-05 02:38:16,12,wrackdm17,50.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,11,0,0,5,2,0,5,5,3,1,1
