timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:44:47,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,1,0,0,0,0,0,0,1,0,0,1
2024-09-05 02:45:04,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,3,0,0,0,1,1,0,1,0,1,1
2024-09-05 02:45:20,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,4,0,0,0,2,1,0,2,0,1,1
2024-09-05 02:45:39,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,5,0,0,0,3,1,0,3,0,1,1
2024-09-05 02:46:20,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,4,1,0,0,3,1,0,2,0,0,2
2024-09-05 02:47:33,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,11,1,0,0,4,5,0,4,0,1,2
2024-09-05 02:48:31,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,14,1,0,0,5,7,0,5,0,1,2
2024-09-05 02:48:44,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,8,2,0,0,5,3,0,3,0,0,3
2024-09-05 02:49:04,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,6,1,0,2,5,0,1,1,0,2,3
2024-09-05 02:49:18,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,15,1,0,0,6,7,1,6,0,1,3
2024-09-05 02:49:20,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,8,1,0,2,6,0,2,2,0,3,3
2024-09-05 02:49:48,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,9,1,0,2,6,0,3,3,0,3,3
2024-09-05 02:50:21,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,10,1,0,2,6,0,4,4,0,3,3
2024-09-05 02:50:52,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,12,4,0,1,6,3,4,4,0,0,4
2024-09-05 02:51:09,14,wrackdm17,150.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,14,4,0,2,6,3,4,5,0,0,5
