timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 01:57:48,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,4,0,0,0,1,3,0,1,0,0,0
2024-09-05 01:58:13,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,2,0,0,1,1,0,0,1,0,0,1
2024-09-05 01:58:30,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,4,0,0,2,1,1,1,1,0,0,1
2024-09-05 01:59:03,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,6,0,0,1,2,3,1,2,0,0,1
2024-09-05 01:59:37,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,4,0,0,2,2,0,1,2,0,0,2
2024-09-05 01:59:38,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,9,0,0,1,3,5,1,3,0,0,2
2024-09-05 01:59:44,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,6,0,0,2,3,1,2,2,0,1,2
2024-09-05 02:00:21,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,10,0,0,1,4,5,2,4,0,0,2
2024-09-05 02:00:58,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,10,0,0,5,4,2,2,3,0,0,3
2024-09-05 02:01:05,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,11,0,0,5,4,2,2,4,0,0,4
2024-09-05 02:01:23,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,12,0,0,5,4,2,2,5,0,0,5
2024-09-05 02:01:27,5,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.93,Player_138.25.249.93,1,19,0,0,4,4,10,2,1,1,4,5
