timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 12:14:06,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2024-05-23 12:14:13,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,2,2,0,0,0,0,0,0,0,0,0,0,2
2024-05-23 12:14:23,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.116.18,Player_172.19.137.208,0,1,1,0,0,0,0,0,0,1,0,0,0,2
2024-05-23 12:14:23,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.114.48,Player_172.19.137.208,0,1,1,0,0,1,0,0,0,1,0,0,0,2
2024-05-23 12:14:30,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.114.48,Player_172.19.137.208,0,2,2,0,0,2,0,0,0,1,0,0,0,2
2024-05-23 12:14:31,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,3,3,0,0,2,0,0,0,1,0,0,0,3
2024-05-23 12:14:43,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.114.48,Player_172.19.137.208,0,3,3,0,0,3,0,0,0,1,0,0,0,3
2024-05-23 12:15:14,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,4,4,0,0,3,0,0,0,1,0,0,0,4
2024-05-23 12:16:40,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.114.48,Player_172.19.137.208,0,8,4,0,0,4,0,0,0,1,1,0,3,4
2024-05-23 12:16:47,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,6,5,0,0,4,1,0,0,1,0,0,0,5
2024-05-23 12:16:56,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.114.48,Player_172.19.137.208,0,9,5,0,0,5,0,0,0,1,1,0,3,5
2024-05-23 12:17:16,6,aggressor,200.0,Player_172.19.137.208,Player_172.19.117.18,Player_172.19.137.208,0,8,6,0,0,5,2,0,0,1,0,0,0,6
