timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 12:30:00,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2024-05-23 12:30:29,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,2,0,0,0,0,2,0,0,0,0,2,0,0
2024-05-23 12:31:29,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,4,1,0,0,0,1,0,0,1,0,2,0,0
2024-05-23 12:32:18,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,5,0,0,1,0,3,0,0,1,0,3,0,0
2024-05-23 12:32:30,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,6,0,0,1,0,4,0,0,1,0,4,0,0
2024-05-23 12:32:36,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,9,1,0,1,0,2,0,0,2,0,4,3,0
2024-05-23 12:32:52,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,10,1,0,1,0,3,0,0,3,0,4,3,0
2024-05-23 12:33:02,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.116.18,Player_172.19.119.51,0,11,1,0,1,0,4,0,0,4,0,4,3,0
2024-05-23 12:33:13,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.119.51,Player_172.19.119.51,1,8,1,0,1,0,1,1,0,4,1,4,4,0
2024-05-23 12:33:25,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.117.18,Player_172.19.119.51,1,8,2,0,3,0,1,1,0,4,0,4,0,1
2024-05-23 12:33:44,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.137.208,Player_172.19.119.51,1,10,0,1,3,0,1,1,0,4,0,4,1,1
2024-05-23 12:34:17,9,wrackdm17,200.0,<world>,Player_172.19.119.51,Player_172.19.119.51,1,11,1,1,2,0,1,2,0,4,1,4,5,1
2024-05-23 12:34:32,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,1,6,2,1,0,1,1,2,0,4,0,4,0,1
2024-05-23 12:34:44,9,wrackdm17,200.0,Player_172.19.119.51,Player_172.19.137.208,Player_172.19.119.51,1,13,0,2,4,1,2,2,0,4,0,4,1,1
