timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 11:54:28,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2024-05-23 11:54:28,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.117.18,Player_172.19.117.18,1,1,0,0,0,0,0,0,0,0,0,1,1,1
2024-05-23 11:55:07,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,1,6,2,0,0,0,2,0,0,0,0,2,2,1
2024-05-23 11:55:20,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.114.48,Player_172.19.117.18,1,2,0,0,0,1,0,0,0,0,1,2,1,1
2024-05-23 11:56:07,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.137.208,Player_172.19.117.18,1,3,0,1,2,1,0,0,0,0,0,2,1,1
2024-05-23 11:56:19,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,1,9,2,1,0,1,3,0,0,0,1,3,3,1
2024-05-23 11:57:19,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.114.48,Player_172.19.117.18,1,8,3,1,0,2,1,0,1,0,1,3,2,1
2024-05-23 11:57:45,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,1,15,2,1,4,2,6,0,0,1,2,3,1,1
2024-05-23 11:57:55,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.119.51,Player_172.19.117.18,1,7,2,1,3,2,1,1,0,1,0,3,1,1
2024-05-23 11:58:02,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.137.208,Player_172.19.117.18,1,11,1,2,5,2,3,1,0,1,0,3,2,1
2024-05-23 11:58:08,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,1,16,2,2,4,2,6,1,0,2,2,3,2,1
2024-05-23 11:58:12,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,1,12,2,2,0,2,5,1,0,2,1,4,4,1
2024-05-23 11:58:17,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.119.51,Player_172.19.117.18,1,8,2,2,3,2,1,2,0,2,0,4,2,1
2024-05-23 11:58:42,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,1,14,2,2,0,2,6,2,0,2,1,5,5,1
2024-05-23 11:58:52,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,1,19,2,2,5,2,6,2,0,3,3,5,3,1
2024-05-23 11:58:57,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.114.48,Player_172.19.117.18,1,12,3,2,0,3,3,2,1,3,2,5,3,1
2024-05-23 11:59:08,3,aggressor,0.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,1,17,2,2,0,3,7,2,1,3,1,6,6,1
