timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 11:44:14,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2024-05-23 11:44:29,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,0,2,0,0,1,0,0,1,0,0,0,0,1,1
2024-05-23 11:44:35,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.114.48,Player_172.19.114.48,1,2,0,0,1,1,1,1,0,0,0,0,0,1
2024-05-23 11:44:55,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,1,6,2,0,1,1,1,1,0,0,0,1,2,1
2024-05-23 11:45:09,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.114.48,Player_172.19.114.48,2,5,0,0,2,2,2,1,0,0,0,1,1,1
2024-05-23 11:45:14,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,2,8,2,0,2,2,1,1,0,0,0,2,3,1
2024-05-23 11:45:19,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,2,9,2,0,3,2,1,1,0,0,0,3,3,1
2024-05-23 11:45:26,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,2,3,0,0,2,2,1,1,0,0,0,3,0,2
2024-05-23 11:45:29,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,2,10,2,0,4,2,1,1,0,0,0,4,3,2
2024-05-23 11:45:29,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.114.48,Player_172.19.114.48,3,6,0,0,3,3,2,1,0,0,0,4,1,2
2024-05-23 11:45:43,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,3,8,3,0,1,3,2,1,1,1,1,4,0,2
2024-05-23 11:45:51,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,3,8,3,0,2,3,0,2,0,1,0,4,3,2
2024-05-23 11:45:51,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,3,11,2,0,5,3,1,2,0,1,0,5,3,2
2024-05-23 11:45:55,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,3,10,3,0,2,3,2,2,1,2,2,5,0,2
2024-05-23 11:46:05,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,3,5,0,0,3,3,1,2,0,2,0,5,1,3
2024-05-23 11:46:18,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.114.48,Player_172.19.114.48,4,10,1,0,4,4,2,2,0,2,0,5,3,3
2024-05-23 11:46:40,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,4,10,3,0,3,4,0,3,0,2,0,5,4,3
2024-05-23 11:46:47,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,12,3,0,3,4,2,3,1,3,2,5,1,3
2024-05-23 11:46:56,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.137.208,Player_172.19.114.48,4,10,0,1,1,4,5,3,2,3,1,5,1,3
2024-05-23 11:47:08,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,4,6,0,1,4,4,1,3,0,3,0,5,1,4
2024-05-23 11:47:17,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,14,3,1,4,4,3,3,1,4,2,5,1,4
2024-05-23 11:47:35,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,15,3,1,5,4,3,3,1,5,2,5,1,4
2024-05-23 11:47:39,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,4,7,0,1,5,4,1,3,0,5,0,5,1,5
2024-05-23 11:47:56,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,17,3,1,6,4,4,3,1,6,2,5,1,5
2024-05-23 11:47:58,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.137.208,Player_172.19.114.48,4,12,0,2,2,4,6,3,2,6,1,5,1,5
2024-05-23 11:48:09,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,18,3,2,7,4,4,3,1,7,2,5,1,5
2024-05-23 11:48:33,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,4,20,4,2,8,4,4,3,1,8,2,5,1,5
2024-05-23 11:48:45,1,aggressor,0.0,Player_172.19.114.48,Player_172.19.137.208,Player_172.19.114.48,4,13,0,3,3,4,6,3,2,8,1,5,1,5
