timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 12:01:13,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,0,3,0,0,0,1,1,0,0,0,0,0,2,0
2024-05-23 12:01:17,4,wrackdm17,0.0,<world>,Player_172.19.119.51,Player_172.19.119.51,0,6,0,0,1,1,0,1,0,0,1,0,1,0
2024-05-23 12:01:25,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,6,2,0,0,1,1,1,1,0,0,1,0,0
2024-05-23 12:01:37,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.117.18,Player_172.19.119.51,0,4,1,0,1,1,1,1,0,0,1,1,0,1
2024-05-23 12:01:59,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.137.208,Player_172.19.119.51,0,6,1,1,2,1,1,1,0,0,0,1,1,1
2024-05-23 12:02:31,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.137.208,Player_172.19.119.51,0,8,1,2,2,1,2,1,0,0,0,1,2,1
2024-05-23 12:02:34,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,0,6,1,2,0,2,2,1,0,0,0,1,3,1
2024-05-23 12:03:52,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.120.104,Player_172.19.119.51,0,12,3,2,4,2,2,1,1,0,0,2,0,1
2024-05-23 12:03:56,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,0,8,1,2,0,3,3,1,0,0,0,2,3,1
2024-05-23 12:04:16,4,wrackdm17,0.0,<world>,Player_172.19.119.51,Player_172.19.119.51,0,14,5,2,2,3,0,2,0,0,2,2,1,1
2024-05-23 12:04:22,4,wrackdm17,0.0,<world>,Player_172.19.116.18,Player_172.19.119.51,0,19,4,2,6,3,0,2,0,1,3,2,1,1
2024-05-23 12:04:24,4,wrackdm17,0.0,Player_172.19.119.51,Player_172.19.114.48,Player_172.19.119.51,0,9,1,2,0,4,4,2,0,1,0,2,3,1
