timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 13:21:10,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2024-05-23 13:21:15,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.114.48,Player_172.19.117.18,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2024-05-23 13:21:20,18,aggressor,150.0,<world>,Player_172.19.117.18,Player_172.19.117.18,0,2,0,0,1,1,0,0,0,1,0,0,0,1
2024-05-23 13:21:34,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.114.48,Player_172.19.117.18,0,2,0,0,0,2,0,0,0,1,0,0,2,1
2024-05-23 13:24:04,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.119.51,Player_172.19.117.18,0,3,0,0,1,2,0,1,1,1,0,0,1,1
2024-05-23 13:24:17,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.137.208,Player_172.19.117.18,0,7,0,1,3,2,0,1,0,1,3,0,1,1
2024-05-23 13:24:21,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,0,15,6,1,2,2,5,1,0,2,0,0,2,1
2024-05-23 13:24:30,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.116.18,Player_172.19.117.18,0,16,6,1,2,2,5,1,0,3,0,0,3,1
2024-05-23 13:24:41,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,0,13,6,1,4,2,0,1,0,3,1,1,1,1
2024-05-23 13:25:19,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.120.104,Player_172.19.117.18,0,15,6,1,4,2,0,1,1,3,1,2,2,1
2024-05-23 13:25:35,18,aggressor,150.0,Player_172.19.117.18,Player_172.19.119.51,Player_172.19.117.18,0,6,1,1,2,2,0,2,1,3,0,2,2,1
