timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_172.19.137.208,killed_Player_172.19.137.208,killed_by_Player_172.19.114.48,killed_Player_172.19.114.48,killed_by_Player_172.19.119.51,killed_Player_172.19.119.51,killed_by_Player_172.19.116.18,killed_Player_172.19.116.18,killed_by_Player_172.19.120.104,killed_Player_172.19.120.104,killed_by_Player_172.19.117.18,killed_Player_172.19.117.18
2024-05-23 13:15:28,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2024-05-23 13:15:30,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,0,2,0,0,1,0,1,1,0,1,0,0,0,0
2024-05-23 13:15:49,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,0,2,0,0,2,0,0,2,0,1,0,0,0,0
2024-05-23 13:16:01,17,wrackdm17,150.0,<world>,Player_172.19.114.48,Player_172.19.114.48,0,1,0,0,0,1,0,2,0,1,0,0,0,0
2024-05-23 13:16:23,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,0,3,1,0,1,1,1,2,0,1,0,0,0,1
2024-05-23 13:16:34,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,0,6,0,0,2,1,2,2,0,2,0,0,2,1
2024-05-23 13:16:40,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,0,3,1,0,1,1,0,2,0,2,0,1,0,1
2024-05-23 13:16:52,17,wrackdm17,150.0,<world>,Player_172.19.114.48,Player_172.19.114.48,0,3,0,0,0,2,1,2,0,2,0,1,0,1
2024-05-23 13:17:04,17,wrackdm17,150.0,<world>,Player_172.19.120.104,Player_172.19.114.48,0,5,1,0,1,2,0,2,0,2,0,2,0,1
2024-05-23 13:17:07,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.119.51,Player_172.19.114.48,0,4,0,0,3,2,0,3,0,2,0,2,1,1
2024-05-23 13:17:35,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,0,6,1,0,2,2,0,3,0,2,0,3,0,1
2024-05-23 13:17:57,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.120.104,Player_172.19.114.48,0,7,1,0,3,2,0,3,0,2,0,4,0,1
2024-05-23 13:18:31,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.117.18,Player_172.19.114.48,0,9,3,0,2,2,2,3,1,2,0,4,0,2
2024-05-23 13:19:52,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.116.18,Player_172.19.114.48,0,14,1,0,3,2,7,3,0,3,1,4,2,2
2024-05-23 13:19:55,17,wrackdm17,150.0,Player_172.19.114.48,Player_172.19.137.208,Player_172.19.114.48,0,7,0,1,1,2,0,3,0,3,0,4,1,2
